id,county,category-en,subcategory-en,organization,address,address2,pobox,city,state,zipcode,longitude,latitude,phone,fax,email,website-en,website-es,hours-en,hours-es,transportation-en,transportation-es,translation-en,translation-es,bilingual-en,bilingual-es,documents-en,documents-es,citizenship-en,citizenship-es,cost-en,cost-es,notes-en,notes-es,internal-note-en,notes-internal-en,notes-internal-es,amy-notes-en,amy-notes-es
357,Ontario,Health,,NYS Department of Health,3019 County Complex Dr.,,,Canandaigua,NY,14424,-77.210331,42.883452,(585) 396-4343,(585) 396-4551,,https://www.co.ontario.ny.us/1169/Ontario-County-Public-Health,https://www.co.ontario.ny.us/1169/Ontario-County-Public-health,M-F 8:30 AM-5:00 PM,lunes - viernes 8:30AM-5:00PM,No,No,By appointment,Con cita,No,No,Application from health department,Aplicación del departamento de salud,Caution: Proof of citizenship required for some programs,PRECAUCIÓN: Prueba de ciudadanía es requerida por algunos programas,Varies,Varía según los servicios,,,,"Inspection of labor camps or H-2A housing in Wayne, Ontario, and Yates counties occupied by five or more people. Inspections are made to assure housing is in compliance with Part 15 of the NYS Sanitary Code. (Inspection of campus with less than five people is under the authority of the US Department of Labor.)","Inspection of Trabajo camps or H-2A Vivienda in Wayne, Ontario, and Yates counties occupied by five or more people. Inspections are made to assure Vivienda is in compliance with Part 15 of the NYS Sanitary Code. (Inspection of campus with less than five people is under the authority of the US Department of Trabajo.)",,
359,Ontario; Yates,Education,ESL,"Literacy Volunteers Ontario-Yates, Inc.",208 South Main Street,,,Canandaigua,NY,14424,-77.27925,42.884621,(585) 396-1686,,donna@literacyvoc.org,https://www.lvoy.org/,https://www.lvoy.org/,M-F 9:00 AM-4:00 PM,lunes - viernes 9:00AM-4:00PM,No,No,By appointment,No,No,No,"No, but you need to fill out intake forms to apply","No, pero debe llenar formularios cuando aplica",Not required,No es requerida,No cost,No hay costo,,,,ESL,Clases de inglés,,
360,Ontario,Emergency assistance,Food,Canandaigua Churches In Action,20 N. Main Street,,,Canandaigua,NY,14424,-77.281855,42.888226,(585) 396-2242,,jlippincott@zionfellowship.net,https://www.churchesinaction.org/schedule.html,https://www.churchesinaction.org/schedule.html,Call (585) 396-2242 for distribution times,Llame al (585) 396-2242 para informarse sobre los horarios de disbribución,No,No,By appointment,Con cita,By appointment,Con cita,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,,,,
361,Ontario,Emergency assistance,Food,St. Felix Food Cupboard,12 Hibbard Ave,,,Clifton Springs,NY,14432,-77.136593,42.965364,(315) 521-1601,,,https://211lifeline.org/detail.php?id=7331534,https://211lifeline.org/detail.php?id=7331534,Th 11:00 AM-1:00 PM,jueves 11:00AM-1:00PM,No,No,By appointment,Con cita,By appointment,Con cita,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,,,,
362,Ontario,Emergency assistance,Food,Well Spring Church,22 Teft Avenue,,,Clifton Springs,NY,14432,-77.130052,42.96224,(315) 548-6292,,,http://www.wellspringchurch.us/food-distribution.html,http://www.wellspringchurch.us/food-distribution.html,Every other Tu 5:00 PM-7:00 PM,Abierto cada otro martes 5:00PM-7:00PM,No,No,By appointment,Con cita,By appointment,Con cita,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,,,,
363,Ontario,Emergency assistance,Food,United Church of Christ,8758 Main Street,,,Honeoye,NY,14471,-77.51887,42.790913,(585) 371-8880,,honeoyeucc@gmail.com,http://ucchoneoye.org/about-us/,http://ucchoneoye.org/about-us/,Call for appointment,Llame para hacer una cita,No,No,By appointment,Con cita,By appointment,Con cita,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,,,,
364,Ontario,Emergency assistance,Food,Zion Fellowship,5188 Bristol Street,,,Canandaigua,NY,14424,-77.299979,42.875844,(585) 396-2242,,jlippincott@zionfellowship.net,https://www.zionfellowship.net,https://www.zionfellowship.net,M 4:00 PM-5:00 PM; Th 7:00 PM-8:00 PM,lunes 4:00PM-5:00PM; jueves 7:00PM-8:00PM,No,No,By appointment,Con cita,By appointment,Con cita,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,,,,
365,Ontario,Emergency assistance,Food,Canandaigua Salvation Army,110 Saltonstall Street,,,Canandaigua,NY,14424,-77.274084,42.884963,(585) 394-6968,,https://empire.salvationarmy.org/EmpireNY/contact,https://empire.salvationarmy.org/EmpireNY/Canandaigua,https://empire.salvationarmy.org/EmpireNY/Canandaigua,Call for appointment,Llame para hacer una cita,No,No,By appointment,Con cita,By appointment,Con cita,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,,,,
366,Ontario,Emergency assistance,Food,Geneva Center of Concern,58 Avenue D,,,Geneva,NY,14456,-76.981846,42.879904,(315) 789-1117,,https://www.nyconnects.ny.gov/services/food-pantry-635,https://www.nyconnects.ny.gov/services/food-pantry-635,https://www.nyconnects.ny.gov/services/food-pantry-635,M-F 10:00 AM-3:00 PM; Sat 10:00 AM-12:30 PM,lunes - viernes 10:AM-3:00PM; sábado 10:00AM-12:30PM,No,No,By appointment,Con cita,By appointment,Con cita,Proof of residence in Geneva,Prueba de residencia en Geneva,Not required,No es requerida,No cost,No hay costo,,,,,,,
367,Ontario,Emergency assistance,Food,Geneva Salvation Army,41 North Street,,,Geneva,NY,14456,-76.980269,42.875299,(315)789-1055,,https://empire.salvationarmy.org/EmpireNY/contact,https://empire.salvationarmy.org/EmpireNY/Geneva,https://empire.salvationarmy.org/EmpireNY/Geneva,M-F 9:30 AM-12:00 PM,lunes - viernes 9:30AM-12:00PM,No,No,By appointment,Con cita,By appointment,Con cita,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,,,,
368,Ontario,Emergency assistance,Food,Victor-Farmington Food Cupboard,1246 Commercial Drive,Building B,,Farmington,NY,14425,-77.352549,42.976401,(585) 924-2720,,,https://m.facebook.com/VictorFarmingtonFoodCupboard/,https://m.facebook.com/VictorFarmingtonFoodCupboard/,Free grab-and-go lunches M-F 11:30 PM-1:30 PM; Call for appointment to access food bank,Almuerzos gratis lunes-viernes 11:30PM-1:30PM; Haga una cita para poder accesar a la despensa de alimentos,No,No,By appointment,Con cita,By appointment,Con cita,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,,,,
369,Ontario,Emergency assistance,Food,Clifton Springs United Methodist Church,1 East Main Street,,,Clifton Springs,NY,14432,-77.138072,42.960974,(315) 462-2274,,http://www.csumc.com,http://www.csumc.com,http://www.csumc.com,3rd Th 5:30 PM-7:00 PM,Tercer jueves del mes 5:30PM-7:00PM,No,No,By appointment,Con cita,By appointment,Con cita,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,,,,
370,Ontario,Emergency assistance,Food,Twin Cities Food Cupboard,4 Center Street,Bennett Building,,Manchester,NY,14432,-77.136891,42.963418,(585) 289-3046,,bognersm@hotmail.com,https://211lifeline.org/detail.php?id=7337934,https://211lifeline.org/detail.php?id=7337934,2nd Th of the month 10:00 AM-12:00 PM; 2nd Sat of the month 10:00 AM-12:00 PM; 4th Th of the month 5:00 PM-7:00 PM,Segundo jueves del mes 10:00AM-12:00PM; segundo sábado del mes 10:00AM-12:00PM; cuarto jueves del mes 5:00PM-7:00PM,No,No,By appointment,Con cita,By appointment,Con cita,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,,,,
371,Orange,Programs for families,Childcare,ABCD (Agri-Business Child Development) at Florida,14 Edward J. Lempka Drive,,,Florida,NY,10921,-74.35869,41.340408,(845) 651-2270,(845) 651-2274,https://www.abcdny.org/contact,http://www.abcdny.org/locations,http://www.abcdny.org/locations,M-F 7:30 AM-4:00 PM,lunes - viernes 7:45AM-4:15PM,Not at this time,No en este momento,Yes,Sí,Yes,Sí,Contact center for details,Contacte el centro para más detalles,Not required,No es requerida,Free or minimal cost depending on eligibility,Gratis o con costos básicos depende su ingresos,,,,Day care for children of migrant farmworkers.,Day care for children of migrant farmworkers.,,
372,Orange; Ulster,Education,ESL; Adult education; Career advice,Orange-Ulster BOCES,53 Gibson Road,,,Goshen,NY,10924,-74.353336,41.385525,(845) 291-0100,,http://www.ouboces.org/contact.cfm?school=0,www.ouboces.org,www.ouboces.org,M-F 7:30 AM-4:00 PM,lunes - viernes 7:30AM-4:00PM,No,No,Yes,Sí,Yes,Sí,Proof of address,Prueba de dirección,"Not required for ESL classes, but proof of citizenship required for some programs",No es requerida para clases de inglés; Prueba de ciudadanía o estatus legal puede ser requerida por algunos programas,No cost,No hay costo,,,,Free ESL; General education classes,Free Clases de inglés; General Educación classes,,
373,Orange; Ulster,Education,ESL; Adult education; Career advice,Orange-Ulster BOCES: Adult & Continuing Education,52 Grand Street,3 Washington Center,,Newburgh,NY,12550,-74.009353,41.500683,(845) 781-6715,(845) 562-5124,http://www.ouboces.org/contact.cfm?school=0,http://www.ouboces.org/AdultEducation.cfm?subpage=1255,http://www.ouboces.org/AdultEducation.cfm?subpage=1255,M-F 8:00 AM-4:00 PM,lunes - viernes 8:00AM-4:00PM,No,No,Yes,Sí,Yes,Sí,Proof of address,Prueba de dirección,"Not required for ESL classes, but proof of citizenship required for some programs",No es requerida para clases de inglés; Prueba de ciudadanía o estatus legal puede ser requerida por algunos programas,No cost,No hay costo,,,,ESL and adult literacy,Clases de inglés and adult literacy,,
374,Orange,Labor; Education,Job search assistance; Training; Career advice; Farm visits; Labor rights,New York State Department of Labor - Middletown,18 Seward Avenue,#100,,Middletown,NY,10940,-74.437699,41.454221,"(315) 877-7996 contact Laura Cardoso, not the main office at this location",(845) 346-1173,laura.cardoso@labor.ny.gov,www.labor.ny.gov,www.labor.ny.gov,M-F 9:00 AM-5:00 PM,lunes - viernes 9:00AM-5:00PM,No,No,"Yes, Spanish","Sí, español",Yes,Sí,Proof of residence in Orange County,Prueba de residencia en el condado de Orange,"Caution: Proof of citizenship may be required for some programs. Contact Laura Cardoso, Agricultural Labor Specialist. (585) 589-5335. Labor law protections in New York State apply to all workers, regardless of immigration status.","Prueba de ciudadanía puede ser requerido por algunos programas. Contacte a Laura Cardoso, Especialista de Trabajo Agricola. (585) 589-5335. Las leyes de protección de trabajo agricola aplica a todos los trabajadores en Nueva York, sin importar su estatus legal.",No cost,No hay costo,,,,Finds employment for farmworkers and help with other labor related issues.,Finds employment for farmworkers and help with other Trabajo related issues.,,
375,Orange,Programs for families; Health; Referral to other agencies,ESL; Emergency financial aid; Farm visits; Food; Clothing; Victim services; General medicine; Programs for kids,Alamo Farmworker Community Center (Run by Hudson River Health Care),888 Pulaski Hwy,,,Goshen,NY,10924,-74.400635,41.339869,(845) 838-7015,,https://www.hrhcare.org/contact-us/,https://www.sunriver.org/your-health/goshen-alamo-health/,https://www.sunriver.org/your-health/goshen-alamo-health/,M-W 10:00 AM-6:00 PM; Th 10:00AM-8:00 PM; F 10:00AM-4:00 PM; Sun 12:00 PM-4:00 PM; or by appointment,lunes - miercoles 10:00AM-6:00PM; jueves 10:00AM-8:00PM; viernes 10:00AM-4:00PM; domingo 12:00PM - 4:00PM; o por cita,"Yes, Goshen/ Florida area",Sí en la zona Goshen y Florida,"Yes, Spanish","Sí, español",Yes,Sí,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,"Community center. Provides ESL classes, English conversation groups, sewing club, exercise groups, food pantry, hot meals every Sunday, clothing donations, health clinics, and referrals to other services, homework help","Community center. Provides Clases de inglés classes, English conversation groups, sewing club, exercise groups, food pantry, hot meals every Sunday, Ropa donations, Salud clinics, and referrals to other services, homework help",,
376,Orange,Religious services; Programs for families,Programs for kids,Centro Catolico Hispano,157 Liberty St,,,Newburgh,NY,12250,-74.010951,41.500829,(845) 561-4354,,,https://www.parishesonline.com/find/centro-catolico-hispano ,https://www.parishesonline.com/find/centro-catolico-hispano ,Call for appointment,Llame para hacer una cita,No,No,Yes,Sí,Yes,Sí,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,Catholic Church,Catholic Church (Not in service?),,
377,Orange,Education,Adult education,Cornell Cooperative Extension,18 Seward Ave,,,Middletown,NY,10940,-74.437699,41.454221,(845) 344-1234,(845) 343-7471,orange@cornell.edu,http://cce.cornell.edu/localoffices,http://cce.cornell.edu/localoffices,M-F 8:30 AM-4:30 PM,lunes - viernes 8:30AM-4:30PM,No,No,"Yes, Spanish","Sí, español","Yes, Spanish and some K'iche","Sí, español y un poco de K’iche",None,Ninguno,Not required,No es requerida,Depends,Varía según los servicios,,,,Expanded Food and Nutrition Education Program (EFNEP).,Expanded Alimentos and Nutrition Educación Program (EFNEP).,,
378,Orange,Education,Career education,"Eastern Orange County Newburgh Community Action Committee, Inc.",123 Grand St.,#2,PO Box 1477,Newburgh,NY,12550,-74.010277,41.503718,(845) 562-0100,(845) 562-0343,info@communityactionpartnership.org,https://communityactionpartnership.com/,https://communityactionpartnership.com/,"M, W, F 9:00 AM-5:00PM; Tu, Th 9:00 AM-9:00 PM","lunes, miércoles, viernes 9:00AM-5:00PM; martes, jueves 9:00AM-9:00PM",No,No,No,No,No,No,ID; Proof of county residence,Prueba de identidad; Prueba de residencia en el condado,Caution: Proof of legal working status required by some programs,PRECAUCÍON: Prueba de estatus legal para trabajar es requirida por algunos programas,No cost,No hay costo,,Does not exist anymore,msg 11/19; 12/9,,,,
380,Orange,Housing; Mental health; Programs for families,Affordable housing; Housing improvements; Alcohol/drug addiction treatment; Programs for kids,"Regional Economic Community Action Program, Inc. [RECAP]",119 East Main Street,,PO Box 886,Middletown,NY,10940,-74.413709,41.446174,(845) 342-3978,,info@RECAP.org,www.recap.org,www.recap.org,M-F 9:00 AM-5:00 PM,lunes - viernes 9:00AM-5:00PM,Yes - for drug and alcohol programs,Sí para programas de tratamiento de drogadicción y alcoholismo,Yes,Sí,"Yes, Spanish and Creole","Sí, español y creole",Parent's ID: birth certificate,Prueba de identidad de los padres: certificado de nacimiento,Not required,No es requerida,No cost,No hay costo,,,,"Advocacy & Human Rights, Children & Youth, Community, Homeless & Housing, Hunger","Advocacy & Human Rights, Children & Youth, Community, Homeless & Vivienda, Hunger",,
