id,internal-note,county,category,subcategory,organization,address,address2,pobox,city,state,zipcode,longitude,latitude,phone,fax,email,website,hours,transportation,translation,bilingual,documents,citizenship,cost,notes,amy-notes
397,,Orleans,Mental health; Programs for families,Psychological support; Programs for kids,Hispanic Migrant Ministry,106 South Main Street,Catholic Diocis of Buffalo,,Albion,NY,14411,-78.194160,43.244964,(716) 380-9337,,contact page on website,https://www.buffalodiocese.org/hispanic-migrant-ministry,24/7,No,Yes,Yes,No,Not required,No cost,"Offer Catholic services in Spanish, baptisms, first communions, marriages, etc.",
398,,Orleans,Health; Mental health,General medicine; Dental; Psychological support,Oak Orchard Health,301 West Avenue,,,Albion,NY,14411,-78.202560,43.241222,(585)589-5613,(585) 589-0872,please call,https://www.oakorchardhealth.org/albion,M-Th 8:00AM-8:00 PM; F 8:00AM-5:00 PM,No,Yes,No,ID; proof of address,Not required,No cost,,
399,,Orleans,Education,ESL,METS(Migrant Education Tutorial and Support Services),350 New Campus Drive,The College at Brockport,,Brockport,NY,14420,-77.952145,43.209968,(585) 395-2356,(585) 395-5731,lsweeney@brockport.edu,www.brockport.edu/migrant-ed,M-F 8:00AM-5:00 PM,Yes,"Yes, Spanish",No,No,Not required,No cost,"Services locations in Niagara, Orleans, and Monroe Counties. Advocacy, ESL, and tutoring.",
400,,Orleans,Financial Help; Housing; Emergency assistance; Referral to other agencies; Programs for families,Emergency financial aid; Utility assistance; Food; Clothing; Other needs; Parenting support,Catholic Charities,243 South Main st,Suite 234,,Albion,NY,14411,-78.191999,43.238497,(585) 589-7477,,contact page on website,www.ccwny.org,M-F 8:45AM-4:00 PM,No,No,No,Depends on program,Not required,Sliding scale fee,"Emergency Assistance, Individual, Children & Family Counseling, Our Kids: A Parent Education and Awareness Program. Aging services.",
401,,Orleans,Emergency Assistance; Financial help; Programs for families; Referral to other agencies; Housing,Programs for kids; Food; Other needs; Home improvements; Food; Emergency Financial Aid; Personal finances; Utility assistance,Community Action of Orleans and Genesee,409 East State St.,,,Albion,NY,14411,-78.183579,43.246663,(585) 589-5605,(585) 589-9015,contact page on website,www.caoginc.org,M-F 8:30 AM-4:00 PM,Yes,By appointment,No,Proof of address,Not required,No cost,"Transportation, food pantry, head start program, daycare resources.",
402,,Orleans,Health; Emergency aid,Women's health; Clothing; parenting classes,Care Net Pregnancy Center of Orleans County,168 South Main Street,Suite 1,,Albion,NY,14411,-78.194735,43.241816,(585) 589-7505,(585) 589-7715,http://www.carenetorleans.net/contact.html,www.carenetorleans.org,"M and F closed, Tu W Th 8:30 AM-4:30PM",Bus passes,No,No,Photo ID is helpful but not required,Not required,No cost,"Confidential pregnancy tests, services, and support. Abortion discussed on procedures and risks (informed consent). Abstinence, STD, and Basic decision making education. No cost cribs, car seats, and baby care items. STI and HIV. Limited ultrasound.",
403,,Orleans,Labor; Victim support,Job search assistance; Training; Career Advice; Domestic Violence; Food pantry; Farm Visits (pesticide training; heat stress),PathStone Corporation- Training and Employment Program For Farmworkers,140 N Main St,,,Albion,NY,14411,-78.193931,43.248904,(585) 589-7027,(585) 589-0256,mtaylor@patchstone.org,http://www.pathstone.org/services/training-and-employment-services/#Farmworker%20Vocational%20Rehabilitation%20Service,M-F 9:00AM-5:00 PM,Company van can transport clients for needs such as ride to a job interview,No,No,"Yes, for those enrolled in training and employment program: state ID, Resident Card, proof of employment, or social security number are required for enrollment. Seasonal and migrants farm workers who are under lawful permanent residence work authorization, DACA, U Visa, and US Naturalization. --   Food pantry: only ID",CAUTION: Proof of citizenship is required,No cost for those qualify based on eligibility,"Community Food Pantry, Training, Employment for Migrant and Seasonal Farmworkers, Referral Services. 24 hour emergency Hotline: 800-888-6770 24 hour domestic violence hotline: 866-314-7233 (confidential); Employment and Training, Crisis Support, and HIV-AIDS Prevention Education (585-546-7180).",
404,,Orleans,Programs for families,Child care,ABCD (Agri-Business Child Development) - Holley,52 Maziarz Drive,Grace's Place,,Holley,NY,14470,-78.042008,43.224027,(585) 638-5932,(585) 638-5964,holdirr@abcdny.org,http://www.abcdny.org/sites/default/files/profiles/2011/ABCD%20at%20Holley%20Profile%20Fact%20Sheet%202011.pdf ; for general visit: http://www.abcdny.org/locations,M-F 7:30 AM-4:00 PM,"Yes, to and from center (for infants, toddlers and preschoolers)","Yes, Spanish",Yes,Birth certificate of kids; parents work verification,,No cost depending on eligibility,"Programs for families for the children of migrant farm workers, Eligibility requirements for local agricultural workers, as well as, the Migrant and Seasonal --  Head Start program include household income, children(s) age(s) and employment status",
405,,Orleans,Health,Farm visits,Orleans County Public Health Department,14012 Route 31,,,Albion,NY,14411,-78.216045,43.239661,(585) 589-3278,(585) 589-2873,contact page on website,http://www.orleanscountyny.gov,M-F 8:00AM-4:00 PM; Summer hours (July - August): M-F 8:30 AM-4:00 PM,No,"Yes, Spanish",No,Depends on the program,CAUTION: Proof of citizenship likely to be required,varies,Inspections for labor camps/ farmworker housing,
406,,Orleans,Emergency assistance,Food,East Orleans Community Center,75 Public Square,,,Holley,NY,14470,-78.024480,43.225240,(585) 638-6395,,,http://caoginc.org/programs/the-eastern-orleans-community-center/,M-F 11:30-12:30 hot meal: Food pantry by appointment,No,No,By appointment,No,Not required,No costs,,
407,,Orleans,Emergency assistance,Food,New Covenant Food Pantry,54 North Main Street,,,Holley,NY,14470,-78.026232,43.222518,(585) 638-6602,,,http://www.agis.com/Local-Service/Providers/5390/new-covenant-food-pantry.aspx,Call for appointment,No,No,By appointment,No,Not required,No costs,,
408,,Orleans,Labor,Job search assistance; Training; Career advice,Orleans County Center for Workforce Development,458 West Ave,Suite 3,,Albion,NY,14411,-78.208819,43.240330,(585) 589-5335,(585) 589-2715,laura.cardoso@labor.ny.gov,https://labor.ny.gov/career-center-locator/location.php?oid=NY0570,M-F 8:30 AM-5:00 PM,No,"Yes, Spanish",Yes,"Not Agricultural programs, proof of work visa necessary for all other services","Contact Laura Cardosa, Agricultural Program Specialist",No cost,"Stacey Rice, Agricultural Labor Specialist stacey.rice@labor.ny.gov",
409,,Orleans,Health; Mental health,General medicine; Psychological services,Oak Orchard Health,77 South Main Street,,,Lyndonville,NY,14098,-78.388453,43.319114,(585)765-2060,(585)765-2067,please call,https://www.oakorchardhealth.org/lyndonville,M 8:00AM-5:00 PM; W 8:00AM-5:00 PM; Th 11:00AM-8:00 PM,No,Yes,No,ID; Health Insurance card if you have one,Not required,Sliding scale,,
410,,Orleans,Education; Labor,ESL; Adult education; Career education; Job search assistance; Training,CORE,458 West Ave,,,Albion,NY,14411,-78.208819,43.240330,(844) WNY-CORE,,info@lwny.org,http://core2learn.org/index.html,M-F 8:30 AM-4:00 PM,No,Yes,No,Depends on the program,Caution: some programs require proof of legal working status,,,
411,,Oswego,Education,ESL,METS Oswego (Migrant Education Tutorial & Support Services Program),179 County Route 64,Citi BOCES,,Mexico,NY,13114,-76.260079,43.460037,(315) 963-4251,(315) 963-4436,pgugel@CiTiboces.org; pgugel@oswegoboces.org,http://www.citiboces.org/Page/64,M-F 8:00AM-4:00 PM,Limited for school enrollments,Yes,Varies,No,Not required,No cost,"Serving Oswego, Jefferson, Lewis, and Wayne counties. Preschool tutors make weekly home visits; academic support and tutoring for students either in school or at home; adolescent outreach program; services for out-of-school youth; ESL classes; family literacy program; assistance obtaining U.S. citizenship; family advocacy; health services; tutoring summer services; other special activities. In order to be eligible for services, person must work be a farmworker and be under 21 years of age or have children under 21, other standards apply",
412,,Oswego,Labor,Job search assistance; Training; Career advice,"One Stop Center, New York State Department of Labor Division of Employment Services",200 North Second St,,,Fulton,NY,13069,-76.416288,43.330802,(315) 591-9000,(315) 591-9047 or (315) 591-9009,kim.sizemore@oswegocounty.com,www.yourcareerconnection.org,M-F 8:30 AM-4:30PM; and by appointment,No,By appointment,By appointment,Proof of address,Not for Agricultural Program Services or job search resources,No cost,"Provide employment services to help farmworkers looking for work. Career Center provides workshops, resume help. Kim Sizemore, kim.sizemore@oswegocounty.com",
413,,Oswego,Health; Emergency assistance; Mental health; Housing; Programs for families; Victim support,General medicine; Health accessibility; Programs for kids; Psychological support; Domestic violence; Affordable housing,"Oswego County Opportunities, Inc.",239 Oneida Street,,,Fulton,NY,13069,-76.415050,43.325572,(315) 598-4717,,aflatts@oco.org,https://www.oco.org/,M -F 8:30 AM-4:30PM,No,"Yes, Spanish. Mandarin sometimes available",No,No (but must be migrant seasonal farmworker or dairy worker),Not required,No cost; health: sliding fee scale for those who don't have health insurance,"Community action organization that provides primary health care, medical and public transportation, head start, day care, youth services, after school programming, domestic violence support, mental health services, and apartments for homeless families. Health care outreach and education specifically for migrants.",
414,,Oswego,Legal Aid,Family law; Immigration law; Other law,"Legal Aid Society of Mid-New York, Inc.",108 West Bridge Street,,,Oswego,NY,13126,-76.518819,43.454079,(315) 532-6900,(315) 342-1891,"no email, must call for screening interview (877) 777-6152  M-F 9:00AM-3:00 PM",http://www.lasmny.org/Programs/Office%20Contact%20List.shtm,M-F 9:00AM-5:00 PM,No,Yes,No,Depends on case,Not required,No cost,,
415,,Oswego,Health; Emergency assistance; Programs for families,General medicine; Food; Clothing; Other needs; Programs for kids,Rural and Migrant Ministry of Oswego County,15 Stewart St,,PO Box 192,Richland,NY,13144,-76.052090,43.569564,(315) 298-1154,(315) 298-7532,rmmoc@yahoo.com,https://www.nyconnects.ny.gov/providers/rural-and-migrant-ministry-of-oswego-county-inc-sofaosweap228,Office hours: M W Th 10:00AM-4:00 PM; Clinic Hours: Th 5:00 PM-7:00 PM; Sat 9:00AM-1:00 PM,No,Yes,No,No,Not required,No cost,"Free medical clinic for uninsured. Food pantry community group art classes after school programs new exercise room and health and nutrition classes. Provides primary health care for individuals without medical insurance, health and wellness education, bi-monthly women's social group, and a food pantry.",
416,,Otsego,Education,ESL,Literacy Volunteers of Otsego & Delaware Counties,155 Main Street,Oneonta Adult Education Program,,Oneonta,NY,13820,-75.062853,42.453462,(607) 287-0036,(607) 433-3649,LOVDC607@gmail.com,https://lvodc.org/,Tu Th 10:00AM-2:00 PM; Summer (July & August) hours; Tu and Th 11:00AM-1:00 PM,No,No,No,"No, just intake form",Not required,No cost,"We match volunteer tutors with motivated adults lacking the English or math skills to perform the everyday tasks that they need to be effective employees, parents, and citizens in American society.",
417,,Otsego,Education,ESL,Cortland METS (Migrant Education Tutorial and Support Services),21 Graham Ave,B 105 Van Hoesen Hall SUNY College at Cortland,,Cortland,NY,13045,-73.942477,40.701926,(607) 753-4706,,Terence.cahill@cortland.edu,http://www2.cortland.edu/community/outreach/migrant-education/,M-F 8:00AM-4:00 PM,"Yes, to students enrolled in program","Yes, Spanish",No,Proof of age,Not required,No cost,,
418,,Otsego,Labor; Housing; Mental Health; Referral to other agencies,Job search assistance; Career advice; Affordable housing; Utility assistance; Psychological support; Alcohol/ drug treatment,"Opportunities For Otsego, Inc",3 West Broadway,,,Oneonta,NY,13820,-75.071052,42.447843,(607) 433-8000,(607) 433-8013,Contact page on website,www.ofoinc.org,M-F 8:00AM-5:00 PM,No,No,No,No,Not required,No cost,,
419,,Otsego,Labor,Job search assistance; Training; Career advice,Chenango / Delaware / Otsego Local Workforce Investment Area,12 Dietz St,CDO Workforce,,Oneonta,NY,13820,-75.062422,42.454410,(607) 432-4800,(607) 432-4171,contact page on website,www.cdoworkforce.org,M-F 8:30 AM-5:00 PM,No,"Yes, Spanish",No,ID; proof of legal working status to register for services or classes,"Not required to use computers, job listings or resume writing, but proof of legal status is required to register for any other services",No cost,"The goal of this organization is to coordinate workforce needs. Services include job-search assistance, occupational training, vocational counseling, various workshops, information on labor laws and training programs, and referrals.",
420,,Otsego,Legal Aid,Family law; Immigration law; Other law,"Legal Aid Society of Mid-New York, Inc.",189 Main Street,Suite 301,P.O. Box 887,Oneonta,NY,13820,-75.062209,42.453948, (607) 433-2220 ,(607) 433-1433,"no email, must call for screening interview (877) 777-6152  M-F 9:00AM-3:00 PM",http://www.lasmny.org/Programs/Office%20Contact%20List.shtm,By appointment only,No,Yes,No,Depends on case,Not required,No cost,,
421,,Otsego,Labor,Job search assistance; Training,CDO Workforce Oneonta,12 Dietz Street,Suite 3,,Oneonta,NY,13820,-75.062422,42.454410,(607) 432-4800,,contact page on website,http://cdoworkforce.org/,M-F 8:30 AM-5:00 PM,No,Yes,No,"Yes, picture ID with a date of birth","Not required to use computers, job listings or resume writing, but proof of legal status is required to register for any other services",No,"The goal of this organization is to coordinate workforce needs. Services include job-search assistance, occupational training, vocational counseling, various workshops, information on labor laws and training programs, and referrals.",
422,,Putnam,Education,ESL; Adult education; Career education,Putnam/Northern Westchester BOCES,200 BOCES Drive,,,Yorktown Heights,NY,10598,-73.764181,41.276886,(914) 245-2700,(914) 248-2387,contact page on website,http://www.pnwboces.org/,M-F 7:45AM-5:00 PM,Yes,Yes,No,No,Not required,$40 ,,
423,,Putnam,Education,ESL,Mid-Hudson (METS) Migrant Education Tutorial & Support Services Program,1 Hawk Road,"van den Berg Learning Center Annex, Room 353, SUNY New Paltz",PO Box 250,New Paltz,NY,12561,-74.080605,41.740770,(845) 257-2950,(845) 257-2953,whittinm@newpaltz.edu,http://nysmigrant.org/,M-F 8:00AM-4:00 PM,No,Yes,By appointment,No,Not required,No Cost,"School districts served in Sullivan, Ulster, Dutchess, Orange, Putnam, Rockland, and Westchester Counties. Part of No Child Left Behind program. Works in partnership with local schools. Preschool tutors make weekly home visits; academic support and tutoring for students either in school or at home; adolescent outreach program; services for out-of-school youth; ESL classes; family literacy program; assistance obtaining U.S. citizenship; family advocacy; health services; tutoring summer services; other special activities.",
